SMILES,Lab,RT
O=C(c1ccco1)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.31
CNC(C)C(=O)c1ccc(C)cc1,CFSRE,4.27
CN(C)C1CCCCC1N(C)C(=O)Cc1ccc2c(c1)OCCO2,CFSRE,5.31
CN(C)C1CCCCC1N(C)C(=O)Cc1ccc(-c2ccccc2)cc1,CFSRE,7.28
O=C(c1ccc(F)c2ccccc12)c1cn(CCCCCF)c2ccccc12,CFSRE,9.95
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1,CFSRE,5.91
CC1NCCOC1c1ccccc1,CFSRE,3.74
CCCCn1nc(C(=O)NC(C(N)=O)C(C)(C)C)c2ccccc21,CFSRE,8.89
CCCCCC(NCC)C(=O)c1ccccc1,CFSRE,6.44
CCCCCn1cc(C(=O)c2ccc(OC)cc2)c2ccccc21,CFSRE,9.98
CCCC(NCC)C(=O)c1ccccc1,CFSRE,5.06
CC=CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.52
CC(C)(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,7.23
O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccncc12,CFSRE,6.8
O=C(c1cccc2ccccc12)c1cn(CCCCCF)c2cc([N+](=O)[O-])ccc12,CFSRE,9.97
CC(C)(C)C(NC(=O)c1nn(Cc2ccccc2)c2ccccc12)C(N)=O,CFSRE,8.71
Fc1ccc(NC2CCN(Cc3ccccc3)CC2)cc1,CFSRE,6.11
O=C(c1ccccc1)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,CFSRE,6.56
CCN(CC)CCn1c(Cc2ccc(OC(C)C)cc2)nc2cc([N+](=O)[O-])ccc21,CFSRE,7.02
CCCCCC1=CC(=Cc2cccc3ccccc23)c2ccccc21,CFSRE,12.32
CCCCCn1nc(C(=O)OC23CC4CC(CC(C4)C2)C3)c2ccccc21,CFSRE,11.53
CC(C)(NC(=O)c1cn(CCCCCF)c2ccccc12)c1ccccc1,CFSRE,9.37
CCN(CC)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,CFSRE,5.62
CCNC(CC)C(=O)c1ccccc1,CFSRE,4.22
CCSc1cc(OC)c(CCN)cc1OC,CFSRE,5.71
COC(=O)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(C)C,CFSRE,9.42
CC(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(=O)O,CFSRE,8.81
COc1ccc(N2CCNCC2)cc1,CFSRE,3.69
c1ccc(CN2CCC(Nc3ccccc3)CC2)cc1,CFSRE,5.78
O=C1CCN(CCc2ccccc2)CC1,CFSRE,3.28
CCCCCn1cc(C(=O)Cc2ccc(OC)cc2)c2ccccc21,CFSRE,9.89
CCCC(=O)N1CCN(CC=Cc2ccc(C)cc2)CC1,CFSRE,6.06
CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(=O)O,CFSRE,9.84
O=C(Nc1cccc2cccnc12)c1cn(CCCCCF)c2ccccc12,CFSRE,10.16
C=C(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.34
C=CCCCN1C(=O)C(=NNC(=O)c2ccccc2)c2ccccc21,CFSRE,9.79
CCC(=O)N(c1ccccc1)C1CCCCC1N(C)C,CFSRE,5.61
CC(C)CC(C(=O)c1ccccc1)N1CCCC1,CFSRE,5.79
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCNCC1,CFSRE,5.08
CCC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,CFSRE,6.49
Clc1cccc(C2(N3CCCCC3)CCCCC2)c1,CFSRE,6.57
O=C(Oc1cccc2ccccc12)c1cn(Cc2ccc(F)cc2)c2ccccc12,CFSRE,10.44
CCCCCCC(C)(C)c1cc(OC)c(C2C=C(CO)C3CC2C3(C)C)c(OC)c1,CFSRE,11.93
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,CFSRE,7.13
O=C(c1nn(CCCCCF)c2ccccc12)N1CCCC1,CFSRE,8.66
CCCCCC(C(=O)c1ccccc1)N1CCCC1,CFSRE,6.5
CC1(C)C(C(=O)c2nn(CCCCCF)c3ccccc23)C1(C)C,CFSRE,10.65
Cc1cc(C)cc(OCC2CN=C(O)O2)c1,CFSRE,7.08
CCCCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CFSRE,10.96
CC(C)NC(C)C(=O)c1ccc(Cl)cc1,CFSRE,5.3
Cc1c(C(=O)C2C(C)(C)C2(C)C)c2ccccc2n1CCCCCF,CFSRE,10.61
COc1ccc2[nH]cc(CCN(C)C)c2c1,CFSRE,4.08
O=C(Cc1cn(Cc2ccc(F)cc2)c2ccccc12)NC1CCCCC1,CFSRE,9.51
CN(C)C1CCCCC1N(C)C(=O)c1ccc(Cl)c(Cl)c1,CFSRE,6.21
CCCCCCC(C)(C)c1ccc(C2CC(O)CCC2CCCO)c(O)c1,CFSRE,9.85
CCCN(CC)CCc1c[nH]c2cccc(OC(C)=O)c12,CFSRE,5.42
CCCc1ccc(C(=O)c2cn(CCC)c3ccccc23)c2ccccc12,CFSRE,10.63
Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccc1)=NC2,CFSRE,7.71
CNC(C)C(=O)c1ccc(F)cc1,CFSRE,3.43
CC(N)Cc1ccc2[nH]ccc2c1,CFSRE,3.77
O=C(C1CCCC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,7.3
CCN(CC)C(C)C(=O)c1ccc(C)cc1,CFSRE,4.94
CCCCCn1cc(C(=O)NCc2ccccc2)c2ccccc21,CFSRE,9.53
CNC1(c2ccccc2F)CCCCC1=O,CFSRE,4.32
CC(C)(C)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(N)=O,CFSRE,8.25
CC(C)C(NC(=O)c1cc(-c2ccc(F)cc2)nn1CC1CCCCC1)C(N)=O,CFSRE,9.56
Cc1nnc2n1-c1ccc([N+](=O)[O-])cc1C(c1ccccc1)=NC2,CFSRE,6.75
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.2
CCCCCn1cc(C(=O)c2ccc(OC)c3ccccc23)c2ccccc21,CFSRE,10.49
CCCCCn1cc(C(=O)Cc2cccc(OC)c2)c2ccccc21,CFSRE,9.92
CCCCn1nc(C(=O)NC(C(N)=O)C(C)(C)C)c2cc(Br)ccc21,CFSRE,9.7
O=C(c1ccco1)N(c1ccccc1)C1CCNCC1,CFSRE,4.81
Cc1ccc(CN2CCNCC2)cc1,CFSRE,3.04
CCNC(C)C(=O)c1ccc(CC)cc1,CFSRE,5.44
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CFSRE,7.3
CNCC(C)c1ccccc1,CFSRE,3.76
CCNC(C)C(=O)c1ccc(Cl)c(Cl)c1,CFSRE,5.83
COc1cc(CCN(Cc2ccccc2OC)C(C)=O)c(OC)cc1I,CFSRE,9.63
O=C(c1cn(CCCCCF)c2ccccc12)N1CCN(Cc2ccccc2)CC1,CFSRE,7.15
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,CFSRE,5.86
CC(C)(C)C(NC(=O)c1nn(CCCCF)c2ccccc12)C(=O)O,CFSRE,8.58
CC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,CFSRE,5.95
CC(C)(c1ccccc1)n1ccc2c(c1=O)c1ccccc1n2CCCCCF,CFSRE,9.43
CCC(C)N(CC(O)c1cccn1Cc1ccccc1F)C(C)CC,CFSRE,7.06
CC(NC(C)(C)C)C(=O)c1ccc2c(c1)OCO2,CFSRE,4.94
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,CFSRE,7.21
OCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CFSRE,7.11
CCCCCn1cc(C(=O)Oc2cccc3ccccc23)c2ccccc21,CFSRE,10.92
CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2cccs2)CC1,CFSRE,5.66
COc1cc(CCNCc2ccccc2OC)c(OC)cc1C,CFSRE,7.04
COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,CFSRE,3.39
CCCCCn1c(C)c(C(=O)c2ccc(CC)c3ccccc23)c2ccccc21,CFSRE,11.05
CC(C)N(CCc1c[nH]c2cccc(O)c12)C(C)C,CFSRE,4.68
c1ccc(CCN2CCC(Nc3ccccc3)CC2)cc1,CFSRE,6.12
COC(=O)C(NC(=O)c1ccc2c(c1)c1ccccc1n2CC1CCCCC1)C(C)(C)C,CFSRE,10.93
COc1ccc(CC(C)NCc2ccccc2)cc1OC,CFSRE,5.63
COc1cc(CCN)c(OC)cc1Br,CFSRE,5.36
CC(C)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(N)=O,CFSRE,7.89
CCCc1cc(OC)c(CCN)cc1OC,CFSRE,6.57
CCCCCn1nc(C(=O)Nc2cccc3ccccc23)c2ccccc21,CFSRE,10.72
Cc1ccc(C(=O)C(C)N2CCCC2)cc1,CFSRE,4.79
NC(=O)C(Cc1ccccc1)NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12,CFSRE,8.68
CC(N)Cc1c[nH]c2ccccc12,CFSRE,4.21
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,CFSRE,7.39
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CC2CCOCC2)c2ccccc12,CFSRE,10.3
CCCCCCn1ccc(C(=O)c2cccc3ccccc23)c1,CFSRE,10.22
NC(=O)C(Cc1ccccc1)NC(=O)c1nn(CCCCCF)c2ccccc12,CFSRE,8.46
CC(C)C(NC(=O)c1nn(CCCCC(=O)O)c2ccccc12)C(N)=O,CFSRE,6.79
CCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CFSRE,9.33
C=CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.17
CCCCCc1cc(O)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,CFSRE,10.57
CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CFSRE,10.0
CN(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.39
O=C(O)c1nn(CCCCCF)c2ccccc12,CFSRE,7.4
C=CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,CFSRE,10.12
CC(C)(C)C(NC(=O)c1nn(CCCCCF)c2ccccc12)C(=O)O,CFSRE,9.0
CC1(C)C(C(=O)c2cn(CCCCCBr)c3ccccc23)C1(C)C,CFSRE,10.58
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CC2CCCCC2)c2ccccc12,CFSRE,11.89
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,CFSRE,5.86
COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,CFSRE,6.6
O=C(C1CC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.48
CC(C)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O,CFSRE,8.31
COc1cc(CCN)c(OC)cc1C,CFSRE,5.12
CC(C)C(NC(=O)c1nn(CCCCCCl)c2ccccc12)C(N)=O,CFSRE,8.58
C=CCCCn1cc(C(=O)c2ccc(C)c3ccccc23)c2ccccc21,CFSRE,10.41
CCCC(=O)N(c1ccc(OC)cc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.87
CNC(C)Cc1ccccc1OC,CFSRE,4.53
CC(N)Cc1ccc2occc2c1,CFSRE,4.62
CCN(CC)C(C)C(=O)c1ccc2c(c1)OCO2,CFSRE,4.29
CC(C)(C)C(NC(=O)c1nn(CC2CCC(O)CC2)c2ccccc12)C(=O)O,CFSRE,10.19
CCNC1(c2cccc(F)c2)CCCCC1=O,CFSRE,4.63
CCCCCn1cc(C(=O)c2ccc(Cl)c3ccccc23)c2ccccc21,CFSRE,10.94
CCCCCn1cc(C(=O)c2ccc(CC)c3ccccc23)c2ccccc21,CFSRE,10.85
COC(=O)C(NC(=O)c1nn(CCCCF)c2ccccc12)C(C)(C)C,CFSRE,9.37
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN2CCCC2)cc1,CFSRE,6.48
CC(N)Cc1cccc(F)c1,CFSRE,3.74
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,CFSRE,7.28
O=C(Oc1cccc2cccnc12)c1cn(CCCCCF)c2ccccc12,CFSRE,9.41
CC(C=C(c1cccs1)c1cccs1)N1CCCCC1,CFSRE,6.77
CCCCCn1cc(C(=O)c2ccc(F)c3ccccc23)c2ccccc21,CFSRE,10.64
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,CFSRE,3.92
COC(=O)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(C)(C)C,CFSRE,9.28
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,CFSRE,5.93
CC(C)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(N)=O,CFSRE,9.18
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccco2)CC1,CFSRE,5.75
CNC(C)C(=O)c1cccc(F)c1,CFSRE,3.43
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCCCCCl)c2ccccc12,CFSRE,10.99
C=C(C)C1CCC(C)=CC1C1=C(O)C(=O)C(CCCCC)=CC1=O,CFSRE,10.82
CCN(CC)CCn1c(Cc2ccc(F)cc2)nc2cc([N+](=O)[O-])ccc21,CFSRE,6.2
COc1cc(CCN)c(OC)cc1I,CFSRE,5.73
COc1ccccc1CC(=O)c1cn(CCC2CCCCC2)c2ccccc12,CFSRE,10.68
CCc1ccc(C(=O)c2cn(CCCCCF)c3ccccc23)c2ccccc12,CFSRE,10.18
CN(C)CCc1c[nH]c2ccc(O)cc12,CFSRE,1.94
CCNC1(c2cccc(OC)c2)CCCCC1=O,CFSRE,4.97
O=C(c1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,CFSRE,9.62
Cc1ccc(S(=O)(=O)n2nc(C(=O)NC(C)(C)c3ccccc3)c3ccccc32)cc1,CFSRE,10.08
Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccc1Cl)=NC2,CFSRE,7.62
CC(C(=O)c1ccccc1)N1CCCC1,CFSRE,3.82
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccc(F)cc2)CC1C,CFSRE,6.84
COC(=O)C(NC(=O)c1cn(CCCCF)c2ccccc12)C(C)(C)C,CFSRE,9.03
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C,CFSRE,7.07
CCCCCn1nc(C(=O)NC(C(=O)OCC)C(C)(C)C)c2ccccc21,CFSRE,10.73
O=C(C1CC1)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.6
CCCCCn1cc(C(=O)Cc2ccccc2Br)c2ccccc21,CFSRE,10.35
O=C(c1ccco1)N(c1ccc(Cl)cc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.92
CCCCCn1nc(C(=O)Oc2cccc3ccccc23)c2ccccc21,CFSRE,10.74
CCCN(C(=O)c1ccc(Cl)c(Cl)c1)C1CCCCC1N(C)C,CFSRE,7.25
COc1cccc(C2(O)CCCCC2CN(C)C)c1,CFSRE,4.94
CCCCCn1cc(C(=O)c2ccccc2I)c2ccccc21,CFSRE,9.96
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(I)ccc23)cc1,CFSRE,8.41
CCCCCn1cc(C(=O)Cc2ccccc2)c2ccccc21,CFSRE,9.95
CN(C)C1CCCCC1N(C)C(=O)c1ccc2c(c1)OCO2,CFSRE,4.94
Fc1ccccc1NC1CCN(CCc2ccccc2)CC1,CFSRE,6.46
COc1cc(CCN)cc(OC)c1OC,CFSRE,3.77
CCCC(C(=O)c1ccc2c(c1)OCO2)N(C)C,CFSRE,5.13
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN2CCCCC2)cc1,CFSRE,6.69
O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC1CC1,CFSRE,9.04
CCCCC(C(=O)c1ccccc1)N(CC)CC,CFSRE,6.64
CNC(C)Cc1cccs1,CFSRE,3.14
CC1(C)C(C(=O)c2cn(CCCCC(=O)O)c3ccccc23)C1(C)C,CFSRE,9.27
CC(C)(C)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(=O)O,CFSRE,8.74
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCCCF)c2ccccc12,CFSRE,10.47
O=S(=O)(N=C1CCCCN1CCc1ccccc1)c1ccc(Cl)cc1,CFSRE,9.03
O=C(c1ccccc1I)c1cn(CCCCCF)c2ccccc12,CFSRE,9.23
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,CFSRE,4.5
COc1cc(CCNCc2ccccc2O)c(OC)cc1Cl,CFSRE,6.48
COc1ccccc1N(C(=O)c1ccco1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.49
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CFSRE,6.2
CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1F,CFSRE,10.61
CCOC(=O)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(C)C,CFSRE,9.29
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,CFSRE,6.4
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,CFSRE,6.45
CC1N=C(N)OC1c1ccccc1,CFSRE,4.2
Cc1ccc(N(C(=O)C2CC2)C2CCN(CCc3ccccc3)CC2)cc1,CFSRE,6.96
FC(F)(F)c1cccc(N2CCNCC2)c1,CFSRE,5.67
CCCC(C(=O)c1ccc(F)cc1)N1CCCC1,CFSRE,5.37
COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(Br)ccc23)cc1,CFSRE,8.13
COC(=O)C(NC(=O)c1nn(CCCCO)c2ccccc12)C(C)(C)C,CFSRE,8.29
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,CFSRE,7.7
CCCCn1cc(C(=O)c2c(C)ccc3ccccc23)c2ccccc21,CFSRE,10.18
CC(C(=O)O)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O,CFSRE,7.55
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,CFSRE,1.57
CCCSc1cc(OC)c(CCN)cc1OC,CFSRE,6.4
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CFSRE,6.41
CN1C(=O)CN=C(c2ccccc2F)c2cc(N)ccc21,CFSRE,5.3
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,CFSRE,7.49
Cc1ccccc1N(C(=O)c1ccco1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.66
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,CFSRE,6.91
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)C,CFSRE,9.96
CC(C)(C)C(NC(=O)c1n[nH]c2ccc(Br)cc12)C(N)=O,CFSRE,7.71
CC(C)C(NC(=O)c1cc(-c2ccc(F)cc2)n(CCCCCF)n1)C(N)=O,CFSRE,8.7
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,CFSRE,7.59
CC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,5.69
CCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,CFSRE,10.7
CCC(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,7.11
CCC(C(=O)c1ccc2c(c1)OCO2)N(C)C,CFSRE,4.31
CCC(=O)N(c1ccccc1)C1CCN(CCc2cc(OC)ccc2OC)CC1,CFSRE,6.05
CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,CFSRE,4.09
CC(C)C(NC(=O)c1nn(CCCCCF)c2ccccc12)C(N)=O,CFSRE,8.03
CN1CCCCC1Cn1cc(C(=O)C23CC4CC(CC(C4)C2)C3)c2ccccc21,CFSRE,8.13
O=C(c1cccc2ccccc12)c1cn(CCCCCBr)c2ccccc12,CFSRE,10.21
Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1C(CN1CCOCC1)CO3,CFSRE,9.17
COc1cccc(CC(C)N)c1,CFSRE,4.53
CC(C(=O)c1ccc(Cl)cc1)N(C)C,CFSRE,4.72
COC(=O)C(Cc1ccccc1)NC(=O)c1cn(CCCCCF)c2ccccc12,CFSRE,8.99
CCNC(C)C(=O)c1ccccc1,CFSRE,3.54
CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,CFSRE,6.02
COCCn1c(C)c(C)sc1=NC(=O)C1C(C)(C)C1(C)C,CFSRE,8.52
CC(C)C(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.66
CCC(C(=O)c1ccccc1)N1CCCC1,CFSRE,4.33
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,CFSRE,7.68
O=[N+]([O-])c1ccc(CCN2CCCCC2=NS(=O)(=O)c2ccc(Cl)cc2)cc1,CFSRE,8.75
COc1cc(CCN)c(OC)c(C)c1C,CFSRE,5.66
CCC(=O)N(c1ccccc1)C1CCN(CCc2cccs2)CC1,CFSRE,6.02
COc1ccc(CC(C)N)cc1,CFSRE,3.99
C=CCCCn1cc(C(=O)NC(C(=O)OC)C(C)C)c2ccccc21,CFSRE,9.26
CCCCCn1cc(C(=O)NC(C)(C)c2ccccc2)c2ccccc21,CFSRE,9.99
CCCCCn1cc(C(=O)Oc2cccc3cccnc23)c2ccccc21,CFSRE,10.12
CC(C)(C)C(NC(=O)c1nn(CCCCC(=O)O)c2ccccc12)C(=N)O,CFSRE,7.31
O=C(NC12CC3CC(CC(C3)C1)C2)c1nn(CCCCCBr)c2ccccc12,CFSRE,11.11
O=C(c1cccs1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.84
Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccn1)=NC2,CFSRE,6.18
CC1(C)C(C(=O)N(c2ccccc2)C2CCN(CCc3ccccc3)CC2)C1(C)C,CFSRE,8.21
COC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12,CFSRE,8.65
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CFSRE,7.45
CCCC(NC)C(=O)c1ccc2c(c1)OCO2,CFSRE,4.98
CCC(=O)N(c1ccc(F)cc1)C1CCN(CCc2ccccc2)CC1,CFSRE,6.35
C=CCN(CC=C)CCc1c[nH]c2ccc(OC)cc12,CFSRE,5.4
CCOc1ccc(Cc2nc3ccccc3n2CCN(CC)CC)cc1,CFSRE,4.53
COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,CFSRE,5.02
CCCCCn1ccc(C(=O)c2cccc3ccccc23)c1,CFSRE,9.83
CCNC1(c2ccccc2)CCCCC1,CFSRE,5.71
CCCCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,CFSRE,7.77
Cc1ccc(N(C(=O)C(C)C)C2CCN(CCc3ccccc3)CC2)cc1,CFSRE,7.2
CC(C)(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O,CFSRE,9.79
CCNC(C)Cc1ccc(F)cc1,CFSRE,4.56
OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CFSRE,6.61
CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,CFSRE,6.7
CCCCCn1cc(-c2nc(CN(CC)CC)cs2)c2ccccc21,CFSRE,8.57
O=C(Oc1cccc2ccccc12)c1cn(Cc2ccc(F)cc2)c2ccccc12,ChemCentre,10.89
CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,ChemCentre,10.8
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,ChemCentre,5.87
CNC(C)C(=O)c1ccccc1,ChemCentre,2.885
CC(C)(NC(=O)c1cn(CCCCCF)c2ccccc12)c1ccccc1,ChemCentre,10.27
CC(C(=O)c1ccc2c(c1)OCO2)N(C)C,ChemCentre,3.292
COC(=O)C(NC(=O)c1nn(CCCCCF)c2ccccc12)C(C)C,ChemCentre,10.219
C=C(C)C(C)(C)CC(=O)c1cn(CCCCC)c2ccccc12,ChemCentre,11.071
c1ccc(CC(c2ccccc2)N2CCN(C3CCCCC3)CC2)cc1,ChemCentre,8.158
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)C,ChemCentre,10.622
CCNC(C)Cc1ccccc1F,ChemCentre,4.148
Fc1ccc(NC2CCN(CCc3ccccc3)CC2)cc1,ChemCentre,6.651
CC(N)Cc1ccc(Cl)cc1,ChemCentre,4.608
O=C(C1CC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,ChemCentre,6.6
COc1cc(CCNCc2ccccc2OC)c(OC)cc1I,ChemCentre,7.876
c1ccc(CC(c2ccccc2)N2CCCCC2)cc1,ChemCentre,6.456
CC(C)(NC(=O)c1cn(CCCCCF)c2ncccc12)c1ccccc1,ChemCentre,9.871
CCCC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,ChemCentre,5.095
CCCCCn1nc(C(=O)Oc2cccc3cccnc23)c2ccccc21,ChemCentre,10.633
CCCCCn1cc(C(=O)c2ccc(OC)c3ccccc23)c2ccccc21,ChemCentre,11.031
CCCC(Cc1ccccc1)N1CCCC1,ChemCentre,5.794
COC(=O)C(NC(=O)c1cn(CCCCCF)c2ccccc12)C(C)C,ChemCentre,9.908
CCC1CN2CCc3c([nH]c4cccc(OC)c34)C2CC1C(=COC)C(=O)OC,ChemCentre,6.981
CC(C)C(NC(=O)c1nn(CC2CCCCC2)c2ccccc12)C(N)=O,ChemCentre,9.935
Cc1ccc(C(=O)C(C)N2CCCC2)cc1,ChemCentre,4.538
CNC(C)C(=O)c1ccc(C)c(C)c1,ChemCentre,4.78
CCOC(=O)C(c1ccccc1)C1CCCCN1,ChemCentre,4.938
CCNC(C)C(=O)c1cccc(Cl)c1,ChemCentre,4.43
CCC(C(=O)c1ccccc1)N1CCCC1,ChemCentre,4.093
CNC(C)Cc1cccs1,ChemCentre,2.978
COc1cc(CCN)c(OC)cc1Cl,ChemCentre,4.813
COc1cc([N+](=O)[O-])c(OC)cc1CCNCc1ccccc1OC,ChemCentre,6.666
COc1cc(CCN)cc(OC)c1OC(C)C,ChemCentre,4.864
O=C(Oc1cccc2cccnc12)c1cn(CCCCCF)c2ccccc12,ChemCentre,10.312
CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,ChemCentre,3.744
COc1cc(CC(C)N)c(OC)cc1Br,ChemCentre,5.382
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,ChemCentre,6.845
O=C(Nc1cccc2ccccc12)c1cn(CCCCCF)c2ccccc12,ChemCentre,10.239
COC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)(C)C,ChemCentre,10.84
O=C(c1ccco1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,ChemCentre,6.49
COc1cc(CCN)c(OC)cc1Br,ChemCentre,5.038
COc1cc(CCN)c(OC)c2ccccc12,ChemCentre,5.842
